степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
средна,2135.0,не,,07140.8153.31,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.533664,42.739072
средна,2120.0,не,,68134.4357.82,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 9 мр,картирана в OSM,23.270886,42.719035
средна,2115.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.234718,42.662971
средна,2101.0,не,,68134.4089.591,,,,,,,,,Смф,смесена многофункционална зона,Младост,ж.к. Младост 3,картирана в OSM,23.376627,42.646244
средна,2091.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.231347,42.661692
средна,2090.0,не,,68134.903.39,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Лозенец,кв. Хладилника,картирана в OSM,23.315947,42.664222
средна,2088.0,не,,68134.1607.342,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Студентски,ж.к. Малинова долина - запад,картирана в OSM,23.340531,42.640638
средна,2081.0,не,,49206.2661.664,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Връбница,с. Мрамор и ПСЗ,картирана в OSM,23.275897,42.779998
средна,2080.0,не,,68134.1503.1283,,,,,,,,,Пс,смесена производствена устройствена зона,Искър,НПЗ Искър - север,картирана в OSM,23.40722,42.677682
средна,2071.0,не,,68134.1200.800,,,,,,,,,Смф,смесена многофункционална зона,Илинден,ж.к. НПЗ Захарна фабрика,картирана в OSM,23.293719,42.720357
средна,2066.0,не,,68134.803.872,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Изгрев,ж.к. Дианабад,картирана в OSM,23.346578,42.659699
средна,2058.0,не,,68134.4091.5740,,0.0,,1.0,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Младост,ж.к. Младост 2,картирана в OSM,23.365845,42.639199
средна,2040.0,не,,65601.5478.144,,,,,,,,,Пп,устр. зона за индустриални производства,Нови Искър,с. Световрачене НПЗ,картирана в OSM,23.385949,42.787604
средна,2025.0,не,,68134.4354.675,,,,,,,,,Смф,смесена многофункционална зона,Люлин,кв. Люлин - разширение - запад,картирана в OSM,23.238435,42.721499
средна,2022.0,не,,68134.8401.9746,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,кв. Челопечене,картирана в OSM,23.468117,42.738139
средна,2010.0,не,,68134.1351.24,,,,,,,,,Пс,смесена производствена устройствена зона,Надежда,НПЗ Илиянци - север,картирана в OSM,23.320146,42.759871
средна,1990.0,не,,68134.8389.20,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.513818,42.750511
средна,1988.0,не,,68134.509.7189,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,НПЗ Хаджи Димитър,картирана в OSM,23.339054,42.712527
средна,1984.0,не,,00357.5345.65,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Нови Искър,гр. Нови Искър - кв. Курило,само от сателит,23.348029,42.828561
средна,1962.0,не,,68134.505.2031,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,НПЗ Военна рампа - изток,картирана в OSM,23.325239,42.732235
средна,1959.0,не,,68134.1894.994,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,кв. Карпузица - запад,картирана в OSM,23.245587,42.669228
средна,1958.0,не,,44063.6211.453,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Панчарево,"с. Д. Лозен, м. Бели рид",картирана в OSM,23.537153,42.619236
средна,1956.0,не,,00357.5350.1207,,,,,,,,,Пп,устр. зона за индустриални производства,Нови Искър,СПЗ Нови Искър - кв. Курило,само от сателит,23.366817,42.819342
средна,1927.0,не,,32216.2294.5,,,,,,,,,Тсп,специални терени,Банкя,в.з. Бели Брег - м. Гробищата,картирана в OSM,23.170878,42.724778
средна,1924.0,не,,68134.207.5,,,,,,,,,Оо,зона за обществено обслужване,Красно село,ж.к. Красно село,картирана в OSM,23.285087,42.677785
средна,1924.0,не,,68134.1200.265,,0.0,,1.0,,,,,Смф,смесена многофункционална зона,Илинден,ж.к. НПЗ Захарна фабрика,картирана в OSM,23.291808,42.714864
средна,1921.0,не,,35239.6110.1897,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Панчарево,СОП НПЗ Казичене,картирана в OSM,23.459424,42.652406
средна,1917.0,не,,68134.8389.20,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.520614,42.74697
средна,1908.0,не,,68134.601.1039,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Подуяне,ж.к. Левски - зона Г,картирана в OSM,23.381053,42.714021
средна,1902.0,не,,68134.1114.158,,,,,,,,,Смф,смесена многофункционална зона,Красна поляна,ж.к. Овча Купел - 1,картирана в OSM,23.27639,42.691353
средна,1899.0,не,,65601.5479.515,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Нови Искър,с. Световрачане,картирана в OSM,23.397247,42.783788
средна,1899.0,не,,07140.8153.17,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.531336,42.745571
средна,1884.0,не,,68134.4089.653,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Младост,ж.к. Младост 4,картирана в OSM,23.378316,42.63499
средна,1883.0,не,,44224.5807.678,,,,,,,,,Птп,устройствена зона за високотехнологични производства,Нови Искър,с. Локорско 1,картирана в OSM,23.44255,42.787373
средна,1879.0,не,,68134.305.498,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Възраждане,ЦГЧ Зона Б5+,картирана в OSM,23.304035,42.694824
средна,1873.0,не,,68134.506.964,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,НПЗ Военна рампа - изток,картирана в OSM,23.318814,42.724411
средна,1864.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.232126,42.662219
средна,1864.0,не,,68134.802.2304,,,,,,,,,Смф,смесена многофункционална зона,Изгрев,ж.к. Изток - изток,картирана в OSM,23.365791,42.668622
средна,1858.0,не,,68134.706.740,,,,,,,,,Смф1,смесена многофункционална зона 1,Слатина,СПЗ Слатина - юг 1,картирана в OSM,23.380137,42.681487
средна,1848.0,не,,68134.1937.1019,,,,,,,,,Жс*,жилищна устр. зона със средноетажно застрояване*,Витоша,м. Гърдова глава,картирана в OSM,23.263187,42.65805
средна,1840.0,не,,68134.1506.143,,,,,,,,,Тп,"терени за площни обекти на снабдяване с петролни продукти, газ и топлоенергия",Искър,НПЗ Искър - юг,картирана в OSM,23.415948,42.650319
средна,1840.0,не,,07140.8153.17,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.537354,42.740166
средна,1839.0,не,,68134.1506.143,,,,,,,,,Тп,"терени за площни обекти на снабдяване с петролни продукти, газ и топлоенергия",Искър,НПЗ Искър - юг,картирана в OSM,23.415267,42.649894
средна,1827.0,не,,68134.1002.86,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Триадица,ж.к. Иван Вазов,картирана в OSM,23.303872,42.676877
средна,1819.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.232015,42.663442
средна,1810.0,не,,07140.8153.4,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.540244,42.753697
средна,1797.0,не,,32216.2294.5,,,,,,,,,Тсп,специални терени,Банкя,в.з. Бели Брег - м. Гробищата,картирана в OSM,23.171781,42.724831
средна,1795.0,не,,68134.505.3019,,,,,,,,,Пс,смесена производствена устройствена зона,Сердика,НПЗ Военна рампа - изток,картирана в OSM,23.320727,42.733269
средна,1779.0,не,,68134.8200.354,,,,,,,,,Оо,зона за обществено обслужване,Кремиковци,ж.к. Кремиковци,картирана в OSM,23.500281,42.781866
средна,1772.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.235181,42.664971
средна,1767.0,не,,32216.2294.5,,,,,,,,,Тсп,специални терени,Банкя,в.з. Бели Брег - м. Гробищата,картирана в OSM,23.172608,42.724811
средна,1766.0,не,,68134.2818.4517,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Връбница,ж.к. Обеля 1,картирана в OSM,23.273999,42.739873
средна,1764.0,не,,68134.408.328,,,,,,,,,Тсп,специални терени,Оборище,м. Подуяне - Център,картирана в OSM,23.351376,42.688874
средна,1760.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.233582,42.663747
средна,1746.0,не,,68134.508.1590,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.345981,42.727445
средна,1744.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.233936,42.663999
средна,1740.0,не,,68134.4081.9938,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.380021,42.668145
средна,1733.0,не,,35239.6109.2382,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Панчарево,ПЗ Казичене - запад / кв. Видните,картирана в OSM,23.454395,42.662615
средна,1722.0,не,,68134.2818.4517,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Връбница,ж.к. Обеля 1,картирана в OSM,23.273005,42.739752
средна,1720.0,не,,68134.8389.1,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.533833,42.756613
средна,1711.0,не,,68134.8389.9,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.529479,42.749372
средна,1699.0,не,,68134.4358.474,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 9 мр,картирана в OSM,23.264035,42.719613
средна,1694.0,не,,68134.1945.1176,,,,,,,,,Смф2,смесена многофункционална зона 2,Витоша,Национален Киноцентър София - Бояна,картирана в OSM,23.285641,42.642209
средна,1694.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.234247,42.664248
средна,1692.0,не,,14831.6534.17,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Панчарево,"с. Герман, м. Дзуката",картирана в OSM,23.433418,42.618309
средна,1689.0,не,,68134.4360.459,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.251668,42.714336
средна,1687.0,не,,68134.1500.2414,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Искър,ж.к. Дружба 1 - изток,картирана в OSM,23.395277,42.669464
средна,1683.0,не,,68134.507.1341,,,,,,,,,Смф1,смесена многофункционална зона 1,Сердика,ж.к. Орландовци - Малашевци,картирана в OSM,23.341384,42.732549
средна,1681.0,не,,68134.801.518,,,,,,,,,Оо,зона за обществено обслужване,Изгрев,ж.к. Изток - изток,картирана в OSM,23.352947,42.671467
средна,1681.0,не,,68134.4356.419,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.253784,42.725867
средна,1680.0,не,,68134.4361.158,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 5 мр,картирана в OSM,23.243727,42.714682
средна,1676.0,не,,68134.4081.5014,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.378301,42.671873
средна,1676.0,не,,87401.7515.41,,,,,,,,,Пс,смесена производствена устройствена зона,Кремиковци,"с. Яна, м. Пожаро",само от сателит,23.566361,42.733331
средна,1674.0,не,,68134.300.639,,,,,,,,,Оо,зона за обществено обслужване,Възраждане,ЦГЧ Зона Б2-3+,картирана в OSM,23.319613,42.702685
средна,1672.0,не,,68134.4081.9917,,,,,,,,,Смф,смесена многофункционална зона,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.377386,42.669737
средна,1670.0,не,,68134.704.478,,,,,,,,,Смф,смесена многофункционална зона,Слатина,м. БАН 4км,картирана в OSM,23.357364,42.679858
средна,1666.0,не,,68134.903.2551,,,,,,,,,Тсп,специални терени,Лозенец,НПЗ Хладилника,картирана в OSM,23.323181,42.664741
средна,1665.0,не,,68134.2820.1994,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Връбница,"ж.к. Надежда 3, ж.к. Връбница 1А",картирана в OSM,23.290095,42.736175
средна,1660.0,не,,68134.4356.44,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 1 мр,картирана в OSM,23.248554,42.730114
средна,1657.0,не,,68134.8554.1694,,0.0,,1.0,,,,,Смф1,смесена многофункционална зона 1,Кремиковци,м. Враждебна - юг,картирана в OSM,23.416872,42.707612
средна,1656.0,не,,68134.801.5,,,,,,,,,Са2,зона за спорт и атракции 2,Изгрев,Борисова градина - юг,само от сателит,23.346202,42.677353
средна,1654.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.232643,42.662992
средна,1652.0,не,,68134.1350.6,,,,,,,,,Пс,смесена производствена устройствена зона,Надежда,НПЗ Илиянци - север,само от сателит,23.328984,42.763739
средна,1648.0,не,,68134.4333.9615,,,,,,,,,Смф,смесена многофункционална зона,Овча купел,м. Овча Купел - кв. 50,картирана в OSM,23.250199,42.679009
средна,1647.0,не,,68134.4081.9938,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.379697,42.668376
средна,1645.0,не,,68134.8389.23,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,картирана в OSM,23.508265,42.753501
средна,1643.0,не,,68134.8275.556,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.486104,42.752087
средна,1638.0,не,,68134.4356.398,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.24911,42.72715
средна,1635.0,не,,68134.4081.5014,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.378454,42.670927
средна,1631.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.234879,42.664723
средна,1630.0,не,,68134.4361.132,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 4 мр,картирана в OSM,23.241924,42.719342
средна,1626.0,не,,68134.4083.6217,,,,,,,,,Смф,смесена многофункционална зона,Младост,ж.к. Младост 3,картирана в OSM,23.378319,42.645847
средна,1624.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.234558,42.664483
средна,1624.0,не,,68134.4360.288,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 7 мр,картирана в OSM,23.26496,42.71076
средна,1621.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.235494,42.665222
средна,1621.0,не,,68134.4356.170,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 1 мр,картирана в OSM,23.258129,42.725362
средна,1620.0,не,,68134.4081.5014,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.377906,42.672008
средна,1616.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.232316,42.662755
средна,1612.0,не,,68134.4364.54,,,,,,,,,Смф1,смесена многофункционална зона 1,Люлин,"м. Територии, прилежащи на пътен възел Околовръстен път - бул. Сливница",картирана в OSM,23.238998,42.73119
средна,1609.0,не,,68134.600.2136,,,,,,,,,Смф1,смесена многофункционална зона 1,Подуяне,ЖП Ареал - Подуяне (част 1),само от сателит,23.346431,42.710558
средна,1606.0,не,,68134.8555.1943,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Кремиковци,м. Япаджа,картирана в OSM,23.425403,42.710926
средна,1604.0,не,,02659.2195.2624,,,,,,,,,Оз1,зона за обществено-обслужващи дейности и озеленяване 1,Банкя,гр. Банкя,картирана в OSM,23.147062,42.711352
средна,1598.0,не,,68134.1500.2431,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Искър,ж.к. Дружба 1 - изток,картирана в OSM,23.39334,42.66592
средна,1595.0,не,,35239.6109.2382,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Панчарево,ПЗ Казичене - запад / кв. Видните,картирана в OSM,23.453445,42.663639
средна,1579.0,не,,02659.2193.861,,,,,,,,,Оо,зона за обществено обслужване,Банкя,гр. Банкя,картирана в OSM,23.140791,42.709627
средна,1574.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.233276,42.663504
средна,1567.0,не,,68134.709.503,,,,,,,,,Тти,терени за транспортна инфраструктура,Слатина,Летищен к-с София,картирана в OSM,23.409395,42.701618
средна,1564.0,не,,68134.1003.223,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Триадица,ж.к. Стрелбище,картирана в OSM,23.296892,42.671795
средна,1560.0,не,,68134.510.5036,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Сердика,Софийски централни гробища,картирана в OSM,23.326351,42.715318
средна,1559.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.234945,42.665937
средна,1556.0,не,,07140.8153.17,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.531534,42.741925
средна,1550.0,не,,87401.7515.44,,,,,,,,,Пс,смесена производствена устройствена зона,Кремиковци,"с. Яна, м. Пожаро",само от сателит,23.567227,42.733215
средна,1547.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.235979,42.66564
средна,1541.0,не,,68134.1897.750,,,,,,,,,Тсп,специални терени,Витоша,Войскови район Горна Баня,картирана в OSM,23.232971,42.66326
средна,1537.0,не,,68134.503.5840,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Сердика,кв. Бенковски,картирана в OSM,23.352701,42.740652
средна,1532.0,не,,44063.6207.4738,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Панчарево,"с. Г. Лозен, м. Висо",картирана в OSM,23.444867,42.629546
средна,1530.0,не,,68134.1377.2085,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Надежда,ж.к. Свобода,картирана в OSM,23.311652,42.734724
средна,1530.0,не,,68134.4091.166,,,,,,,,,Оо,зона за обществено обслужване,Младост,ж.к. Младост 2,картирана в OSM,23.369568,42.639926
средна,1530.0,не,,44063.6213.4441,,,,,,,,,Жв,вилни зони,Панчарево,"с. Лозен, м. Бърдо - Св. Димитър",картирана в OSM,23.454274,42.61072
средна,1518.0,не,,07106.1401.3,,,,,,,,,Пс,смесена производствена устройствена зона,Искър,НПЗ Искър - север,само от сателит,23.411466,42.680205
средна,1514.0,не,,68134.2803.1096,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Връбница,с. Волуяк - ЖП гара Волуяк,картирана в OSM,23.25225,42.754166
средна,1511.0,не,,68134.600.2221,,,,,,,,,Смф,смесена многофункционална зона,Подуяне,ЖП Ареал - Подуяне (част 1),картирана в OSM,23.336644,42.706351
средна,1509.0,не,,68134.8389.20,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.510857,42.749992
средна,1502.0,не,,68134.702.1113,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Слатина,кв. Подуяне,картирана в OSM,23.356363,42.68898
средна,1501.0,не,,68134.1369.120,,,,,,,,,Смф1,смесена многофункционална зона 1,Надежда,НПЗ Илиянци - запад,картирана в OSM,23.326279,42.75335
средна,1500.0,не,,68134.610.593,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Подуяне,ж.к. Сухата река - запад,картирана в OSM,23.352614,42.701962
средна,1499.0,не,,68134.1602.5096,,,,,,,,,Оо,зона за обществено обслужване,Студентски,ж.к. Дървеница,картирана в OSM,23.362827,42.658897
средна,1497.0,не,,68134.514.27,,,,,,,,,Смф,смесена многофункционална зона,Сердика,ЦГЧ Зона В15,картирана в OSM,23.325894,42.709169
средна,1493.0,не,,07140.8153.10,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.536038,42.744907
средна,1480.0,не,,68134.512.44,,,,,,,,,,,Сердика,ж.к. Фондови жилища,картирана в OSM,23.303234,42.716506
средна,1478.0,не,,07106.1402.1105,,,,,,,,,Пс,смесена производствена устройствена зона,Искър,НПЗ Искър - север,картирана в OSM,23.410095,42.670964
средна,1472.0,не,,68134.1506.2124,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Искър,НПЗ Искър - юг,картирана в OSM,23.409396,42.654908
средна,1450.0,не,,68134.4081.5014,,,,,,,,,Тсп,специални терени,Младост,"НПЗ Изток, м. Къро",картирана в OSM,23.380004,42.670256
средна,1446.0,не,,68134.200.1,,,,,,,,,Ттр,терени за бази на транспорта,Красно село,НПЗ Средец 1,картирана в OSM,23.281971,42.69047
средна,1444.0,не,,32216.2294.5,,,,,,,,,Тсп,специални терени,Банкя,в.з. Бели Брег - м. Гробищата,картирана в OSM,23.171883,42.723376
средна,1438.0,не,,68134.1369.669,,,,,,,,,Пп,устр. зона за индустриални производства,Надежда,НПЗ Илиянци - запад,картирана в OSM,23.325526,42.755059
средна,1434.0,не,,68134.1895.833,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Витоша,кв. Карпузица - запад,картирана в OSM,23.241032,42.666461
средна,1434.0,не,,68134.4360.539,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.249689,42.712166
средна,1429.0,не,,68134.200.9,,,,,,,,,Смф,смесена многофункционална зона,Красно село,НПЗ Средец 1,само от сателит,23.286339,42.688217
средна,1429.0,не,,12084.2757.2375,,,,,,,,,Пс,смесена производствена устройствена зона,Връбница,"с. Волуяк, м. Полето",картирана в OSM,23.232356,42.745264
средна,1429.0,не,,68134.4360.572,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.254511,42.711876
средна,1428.0,не,,68134.4356.421,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.251969,42.72628
средна,1427.0,не,,68134.905.1328,,,,,,,,,Оз2,зона за обществено-обслужващи дейности и озеленяване 2,Лозенец,Парк - Борисова градина - разш. Кръстова вада,картирана в OSM,23.325424,42.637116
средна,1423.0,не,,12084.2757.2375,,,,,,,,,Пс,смесена производствена устройствена зона,Връбница,"с. Волуяк, м. Полето",картирана в OSM,23.232803,42.745005
средна,1423.0,не,,68134.4361.158,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 5 мр,картирана в OSM,23.242471,42.714732
средна,1422.0,не,,68134.4083.6146,,,,,,,,,Смф,смесена многофункционална зона,Младост,м. бул. Цариградско ш. 7-11км - юг (ХМС БАН),картирана в OSM,23.394568,42.646033
средна,1418.0,не,,68134.4361.36,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 3 мр,картирана в OSM,23.250549,42.717645
средна,1417.0,не,,68134.600.26,,,,,,,,,Смф,смесена многофункционална зона,Подуяне,ЖП Ареал - Подуяне (част 1),картирана в OSM,23.338131,42.708032
средна,1417.0,не,,14831.6542.670,,,,,,,,,Тсп,специални терени,Панчарево,"Герман, м. Шамака",само от сателит,23.428387,42.614682
средна,1416.0,не,,68134.1605.6156,,,,,,,,,Са1,зона за спорт и атракции 1,Студентски,ж.к. Студентски град - юг,само от сателит,23.351346,42.644953
средна,1414.0,не,,68134.4356.387,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 2 мр,картирана в OSM,23.247408,42.728612
средна,1414.0,не,,80409.5993.1513,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Нови Искър,с. Чепинци,картирана в OSM,23.436015,42.765879
средна,1413.0,не,,00357.5350.1207,,,,,,,,,Пп,устр. зона за индустриални производства,Нови Искър,СПЗ Нови Искър - кв. Курило,само от сателит,23.366779,42.818762
средна,1410.0,не,,68134.1374.48,,,,,,,,,Пс,смесена производствена устройствена зона,Надежда,Складова зона Илиянци - Връбница,картирана в OSM,23.310764,42.741857
средна,1410.0,не,,44063.6228.3659,,,,,,,,,Оо,зона за обществено обслужване,Панчарево,с. Долни Лозен,картирана в OSM,23.488521,42.600833
средна,1403.0,не,,68134.702.289,,,,,,,,,Жг,жилищна устройствена зона с високоетажно застрояване,Слатина,кв. Подуяне,картирана в OSM,23.361614,42.693776
средна,1403.0,не,,68134.709.503,,,,,,,,,Тти,терени за транспортна инфраструктура,Слатина,Летищен к-с София,картирана в OSM,23.408894,42.701685
средна,1398.0,не,,68134.1113.297,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Красна поляна,Бивши казарми ГУСВ м. Смърдан,само от сателит,23.231568,42.691592
средна,1398.0,не,,68134.4361.64,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 3 мр,картирана в OSM,23.242296,42.721151
средна,1395.0,не,,68134.8389.9,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.522702,42.755316
средна,1394.0,не,,68134.709.522,,,,,,,,,Тти,терени за транспортна инфраструктура,Слатина,Летищен к-с София,картирана в OSM,23.404355,42.685688
средна,1392.0,не,,68134.4361.279,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 4 мр,картирана в OSM,23.240648,42.720503
средна,1390.0,не,,68134.4361.158,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 5 мр,картирана в OSM,23.243313,42.713807
средна,1387.0,не,,68134.8389.19,,,,,,,,,Пп,устр. зона за индустриални производства,Кремиковци,НПЗ Кремиковци,само от сателит,23.513873,42.754024
средна,1386.0,не,,68134.1600.6546,,,,,,,,,Жс,жилищна устр. зона със средноетажно застрояване,Студентски,м. Витоша - ВЕЦ Симеоново,картирана в OSM,23.337859,42.654719
средна,1386.0,не,,68134.4360.274,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 7 мр,картирана в OSM,23.264855,42.711764
средна,1382.0,не,,68134.1506.2124,,,,,,,,,Пмс,устр. зона за производство в малки и средни предприятия,Искър,НПЗ Искър - юг,картирана в OSM,23.409094,42.654022
средна,1381.0,не,,68134.4360.430,,,,,,,,,Жк,жилищна устр. зона с комплексно застрояване,Люлин,ж.к. Люлин - 6 мр,картирана в OSM,23.249575,42.7096
