степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
средна,96.0,не,,68134.605.1143,,,,,,,,,Смф1,смесена многофункционална зона 1,Подуяне,НПЗ Хаджи Димитър - Малашевци 1,само от сателит,23.364929,42.713851
средна,96.0,не,,68134.601.2448,,,,,,,,,Смф1,смесена многофункционална зона 1,Подуяне,ж.к. Левски - зона Г,само от сателит,23.381824,42.71151
средна,96.0,не,,51250.5713.29,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Негован,само от сателит,23.403762,42.77092
средна,96.0,не,,68134.8550.5341,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Враждебна,картирана в OSM,23.4012,42.711261
средна,96.0,не,,68134.8552.711,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Враждебна,картирана в OSM,23.4101,42.708974
средна,96.0,не,,68134.8550.820,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Кремиковци,кв. Враждебна,картирана в OSM,23.413855,42.714113
средна,96.0,не,,68134.8621.25,,,,,,,,,Смф2,смесена многофункционална зона 2,Кремиковци,м. Япаджа,само от сателит,23.43244,42.711865
средна,96.0,не,,80409.5994.163,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Чепинци,само от сателит,23.429411,42.762899
средна,96.0,не,,11884.5964.130,,,,,,,,,Жв,вилни зони,Нови Искър,"с. Войнеговци, в.з. Русия",само от сателит,23.420085,42.808374
средна,96.0,не,,11884.5966.20,,,,,,,,,Жм2*,жилищна устр. зона с малкоет. застрояване със специфични изисквания към параметрите*,Нови Искър,с. Войнеговци,само от сателит,23.423481,42.805267
средна,96.0,не,,11884.5615.731,,,,,,,,,Смф2,смесена многофункционална зона 2,Нови Искър,с. Войнеговци,само от сателит,23.422778,42.797735
средна,96.0,не,,57011.5986.50,,,,,,,,,Жв,вилни зони,Нови Искър,с. Подгумер,само от сателит,23.39938,42.807867
средна,96.0,не,,65601.5479.846,,,,,,,,,Жм,жилищна устр. зона с малкоет. застрояване,Нови Искър,с. Световрачане,картирана в OSM,23.389916,42.782523
